Bank_ID,Number_of_Cybersecurity_Incidents,Average_Response_Time_hours,Cost_of_Breaches_millions,Compliance_with_Security_Standards,User_Awareness_Levels_percent,Number_of_Phishing_Incidents,Number_of_Malware_Incidents,Number_of_Ransomware_Incidents,Average_Detection_Time_hours,Number_of_Employees_in_IT_Security,Annual_Cybersecurity_Budget_millions,Number_of_Security_Audits_Conducted_Annually,Number_of_Security_Tools_Deployed
44,134,2.8851019255855994,38.03932828964428,1,85.65229677372744,98,39,16,4.790461211410259,8,19.970614308645175,1,12
45,238,4.746365026191166,7.056328327963441,1,70.4022836161637,95,40,3,0.7409509290170371,82,31.50709603157181,9,14
46,208,4.209141933557372,13.718872614761704,1,70.5833877525864,48,35,15,3.6917240525141586,36,8.748499640248864,6,12
47,132,9.20553289221498,69.69056268333973,0,99.18884904856125,32,31,17,2.894500102266517,6,43.169620027135764,5,15
48,144,1.362600511610879,88.53582401944327,0,76.64352674119735,77,30,14,2.650446847052288,68,22.92956953784744,6,11
49,230,5.609932369093464,53.85156607026787,0,94.16824866442944,61,10,7,1.50572441415128,18,45.93406388214727,6,12
50,81,7.124315162719366,56.22315255379513,0,71.74825904681724,13,46,16,3.675181053994214,24,23.92562576806265,1,17
51,115,9.38528176313052,29.233876119076044,0,97.63488210083648,56,86,8,1.358642711508382,93,14.476972688095934,5,17
52,236,6.58334126911349,77.94825454520257,1,96.23251011000035,30,94,4,2.9877880819314573,53,7.949612605696069,9,9
53,165,8.233797124105864,76.42048579988935,0,87.13279487303544,65,55,15,1.6396041336811287,12,1.183509640852956,4,14
54,187,1.7535244406081356,60.89474047567738,1,70.26995971849767,75,18,5,4.8002962090161025,96,27.075716764256946,3,14
55,179,4.473455598432347,25.20310721857757,0,77.73432622070013,68,26,13,0.6288403722604377,67,6.250678149419247,1,15
56,243,4.365524210311607,14.216730732523498,1,82.20467942195395,16,56,6,1.3987772605005646,50,20.194660417927732,2,16
57,109,8.97659394810146,11.10266470642696,0,83.80192350242686,58,94,5,1.5903977287435147,25,29.87431630061725,3,15
58,265,2.3623405413694742,61.306126331073386,1,78.93036275687116,25,68,17,2.363305215955174,91,14.508608948232315,4,17
59,66,2.3669755510296726,83.37835531856601,0,70.9884360473659,26,63,7,1.5472860884152408,36,9.585990325939648,7,10
60,145,3.957023348972186,86.54139101918786,0,87.70382217779627,93,95,6,2.7110709062095335,12,38.96135950785774,6,12
61,193,1.4901944263015383,49.044097062627735,0,85.72464003084268,96,21,2,4.426094854663425,99,47.39276744179941,8,19
62,65,2.6421223658724102,79.5057734341381,0,78.49001906287234,84,73,11,3.7042853963412687,20,5.921580475236334,9,17
63,95,9.686886746911616,94.95361865239724,1,71.1392790270882,43,15,7,3.1098289124079996,44,8.623925894865385,6,5
64,216,4.853655458804555,31.141160686366458,0,99.83782561665821,42,62,8,0.9005143009220584,31,48.04062020538321,7,10
65,294,6.688172875801928,42.80623290617193,1,84.45958560479218,35,25,5,3.6229644877517404,22,2.8514268688000675,4,10
66,208,7.535001334101732,93.49050429668466,0,92.68012725322231,75,99,18,1.2488642793992293,39,48.90398449097314,2,19
67,156,4.302652663064804,37.13194189514206,1,83.56942105154006,72,14,16,4.038653236827641,56,1.2275796711644498,9,15
68,137,2.3250436696946526,91.81824758057064,0,71.29510872588824,96,82,14,1.6252554132956893,19,43.80976412691523,9,17
69,178,2.8592291459960273,98.19926191417424,0,79.28802235256501,50,55,12,2.376719277444054,67,16.058933868399727,4,9
70,188,3.819398289225493,67.87201921457034,1,79.60330423017703,95,23,17,2.077115910430676,57,46.99085405068753,3,8
71,168,6.724615783170031,82.60457750289599,0,95.15058712147048,67,53,5,4.364662616036855,95,16.530319143143686,6,5
72,134,4.58452494180149,76.2068286010031,0,89.62689933999623,88,72,14,1.0694500642103366,85,33.06100975516874,3,15
73,53,1.0613322811011532,71.45575447347476,1,78.26289710918418,19,61,6,3.0454019707315485,70,4.921595918530896,1,14
74,120,5.710664665607247,34.158451933217094,0,99.03219863977259,24,35,15,1.13927724249378,35,12.874160761233211,4,15
75,203,9.29362052716676,10.423962101254652,1,79.64625497193614,51,62,7,3.67158126259484,65,38.910287977483286,1,12
76,160,8.308698499078112,37.589914589366806,0,99.94702077486161,66,38,14,4.572851575075165,68,26.905606830262165,2,10
77,99,8.42690234133668,68.35891859437112,1,99.8849107951079,96,28,18,2.4557344424026404,38,46.47048402756519,3,7
78,189,8.155522158455181,14.740273831641131,1,75.73631553240226,26,56,1,2.6964151711923914,59,22.00881900872636,8,16
79,144,3.913577430493813,6.1322083829329985,1,79.38223348565201,69,17,6,4.6734027641724305,63,43.620805924882234,4,7
80,258,7.886744503789528,18.270775397279174,1,84.58132595453962,18,32,3,2.844461248922107,7,22.99881643643364,4,16
81,274,2.288452220300737,72.99491300902555,0,89.92302013443673,45,44,5,2.6941929712230244,21,48.983165656397276,9,10
82,252,6.919445325483582,97.41540165736218,0,85.84142347011398,82,62,12,3.1024809621693685,82,48.03188468854496,7,16
83,141,6.77411710016495,98.39114646340795,1,99.0832440739677,89,67,11,3.6015338136332837,82,17.127698572247937,2,19
84,273,1.2301281918076121,51.92801916831785,0,91.71967492707074,45,14,13,0.9809751878916413,50,44.41025985042336,3,11
85,114,8.091731202318385,87.588468594273,0,76.36134548148924,57,25,16,4.194997374836822,42,42.53295733656681,4,12
86,96,9.129232945856176,74.99851329639289,0,73.15292650640914,60,26,18,2.4597726235396666,39,11.323339469050579,4,9
87,269,3.406737506248969,52.59882251353733,1,90.6520387212807,79,41,17,0.8255682945386849,5,31.590229638380215,8,14
88,230,8.311516517675358,59.41225063073325,0,74.7535732054229,83,61,17,4.03782201139196,33,4.561433463900928,6,10
89,155,1.741653746757534,18.03657892860275,0,93.63030521007262,89,29,11,2.1962748725882246,8,41.99882530858962,3,16
90,248,6.399710724349594,94.07783875857625,1,79.33110001781012,77,75,10,0.9516537279277427,65,9.55274829167133,9,5
91,179,5.370821788008494,38.43332821951879,0,79.8067978916682,31,93,16,3.3520056779446277,21,4.469920367902461,8,10
92,155,5.913311799781,47.3841793634311,1,70.32395177168536,86,91,2,4.460591090451388,32,20.61073568140175,9,13
93,73,9.335846816959105,68.80772194480038,1,91.03033801285122,89,10,17,4.494890792362939,54,29.26918479138253,5,14
94,53,8.841837225221681,36.72073479502262,1,73.39809259194057,15,67,10,4.809485636640379,94,42.89093096942878,3,8
95,157,8.065752915157812,29.1546202939484,0,93.18641732390554,35,92,13,4.404674568950096,12,48.73788375056509,4,18
96,68,3.463286119105339,64.94969236067095,0,84.75603465751621,84,53,12,0.5096341370546384,38,22.53513311592332,5,18
97,203,9.206367658174825,7.373487816775698,1,93.52839444863707,97,15,15,2.211085248860256,63,3.9618992262782404,9,14
98,252,1.8775692321748774,73.46888564253449,1,87.51779617593223,12,59,7,4.183441609574764,22,37.70666337226766,9,17
99,89,8.67996294902909,53.832220138268426,1,72.47299816056972,61,81,13,2.148138526993134,99,28.693489554972935,3,5
100,99,3.9534406511824702,62.54660439948877,1,92.96957010115548,83,97,12,3.2069682787086777,63,22.946675897378693,7,18
101,220,1.4839508049578503,65.02861512845408,1,72.09398454684249,69,29,12,3.228426263185394,31,16.154175060817295,6,15
102,124,7.0242128581667345,55.069764866793555,1,84.36105161707997,72,23,2,2.1426138681747036,20,25.617527864333248,4,13
103,286,3.081519354843599,60.34070885686992,0,75.1704764243489,74,14,5,4.570132672765794,14,17.595300618394514,5,8
104,244,3.192140132781687,69.95987908453809,1,92.57005533933655,61,50,2,2.7645275542375294,80,38.093581519620656,2,6
105,61,3.7544244960589435,76.54629048206904,1,97.34773683418379,99,49,13,2.5915289267187536,26,27.650791128139414,7,5
106,244,1.5731629075226505,74.10797717218145,1,86.62378490074823,85,43,3,4.988811855478532,20,43.96554093355149,4,7
107,283,2.594144297784286,87.61356348456486,0,85.81441882897542,23,89,11,2.720751638326775,16,27.63365181782266,2,11
108,76,1.0462566482700426,22.997126150903263,0,92.91889588976854,98,54,16,1.3027921336786148,79,12.674858253656572,6,15
109,162,5.008685689952081,43.109057101720765,0,70.15236438927181,81,80,1,2.8088124028854713,88,42.70350222937508,2,14
110,231,1.7582983967617416,95.04062627137343,0,97.53275927905483,77,89,19,4.1630753098396855,55,28.303733201572154,2,6
111,243,7.143873445397791,42.676104566701326,1,75.92346451273396,37,80,11,3.9958714710422667,5,11.135210869034502,7,19
112,98,3.1206056607248356,16.86265730606265,0,99.52356651478712,80,36,9,4.04861794298812,31,31.551882687854885,1,13
113,193,9.492167296316595,54.91728700440706,1,92.08761843881386,19,87,14,3.686107027990603,71,18.52812148217895,7,16
114,179,8.841264646587874,15.401642392673905,1,93.22753443102013,66,87,9,1.643980230800097,16,42.375875002311226,5,17
115,109,3.6049680547138743,24.271057679147194,1,89.6860894112082,75,53,7,4.379378386281042,34,23.2116871936806,1,15
116,231,8.048939091910109,99.84028187424089,1,84.14989548355481,99,42,16,4.520495594193193,13,36.59562654726342,6,6
117,79,8.229204141983256,56.429450647632535,1,87.14883080083496,59,42,3,1.3736871347834707,57,5.681274174175621,7,9
118,133,9.879068027029694,31.985546958840757,1,71.39208658045376,23,53,19,1.0870503644812726,65,20.405192968814962,1,12
119,215,6.380559881611164,99.50362068452108,0,88.71878528296043,25,29,4,4.8902223586510045,58,49.178830387147535,9,17
120,77,1.7376916117929597,96.8230972627386,0,88.7829430596114,63,45,7,4.407457836426655,41,40.61455418438027,7,17
121,74,6.821535060337428,46.870208903005036,0,96.73602392205429,52,16,12,4.51956266244476,69,8.837099315979504,1,16
122,145,6.624817735384317,29.738295334851298,0,85.16969072290658,51,41,18,4.4886937308097785,46,14.6104384243855,3,14
123,174,6.745155196783886,84.64796561875805,0,72.31433122258183,90,76,5,2.937590708151778,53,17.160974633961693,5,12
124,59,3.7643108329379036,72.98396811231964,1,79.18587761446244,31,48,10,3.4088078149960985,8,32.86791246427684,4,7
125,237,8.737116265722996,70.25943632533348,0,89.66888236342953,77,33,12,2.9541328346013875,68,38.09274321499312,2,6
126,91,9.635249646598707,89.8458054256349,0,77.17776588254392,28,95,8,0.7304285713564809,83,37.72680383158758,1,13
127,89,2.959412616803364,70.49462771777584,0,78.41583465566202,75,79,19,3.854763884087477,55,25.983828759013736,4,7
128,274,1.7933694232298,31.96080458894717,1,94.61407049082561,48,97,15,2.773994150011461,95,40.73020635406941,7,12
129,126,2.7508152985163568,70.91700037819457,1,87.52959195288128,82,96,1,3.414690836556034,76,22.416826055116278,4,6
130,297,8.38496925330147,34.05228357194808,1,85.25582295320717,28,63,3,2.761879122389909,64,7.070147699482534,9,7
131,154,7.089801713378628,77.12770306741453,0,79.55355900417413,25,47,18,2.713150950451052,91,28.65765024103685,8,5
132,167,6.7244260810521395,63.87604617669877,0,91.927841077991,63,83,18,1.2730509926499507,83,47.662767845454226,8,18
133,91,4.6161382159848205,12.354097438551305,0,78.63155303470089,34,89,2,1.7542117181351702,95,39.856688918233054,5,15
134,96,6.200451743602922,53.719359431338496,0,92.11190552932526,27,84,5,1.2148371137478011,35,29.356331736919877,1,10
135,214,3.7708671274693066,37.61359207359539,0,72.10304440802327,32,41,1,1.380498330314041,76,32.69347735710575,9,17
136,295,5.294800714761651,36.21421010956796,1,95.93624024746251,94,54,10,4.878398211891372,98,46.59753932474306,2,11
137,257,8.137567255335902,62.214348725839436,0,84.98699390127798,20,70,10,1.189010505974893,62,21.988796927313064,6,8
138,286,9.83117437709916,35.62085832459536,1,83.1552405009691,48,79,5,1.7117169093734343,86,17.23831280818923,5,5
139,71,9.392400312308217,78.80490607946291,0,88.33070234625774,77,97,18,3.1576534598236323,8,48.884836685022,8,7
140,234,9.404793485616239,11.725186421061572,1,88.72576218688812,34,62,15,3.2458035930648883,26,43.30871354200634,3,13
141,261,4.620013613624011,67.73688397760341,1,73.96105530669986,72,60,8,1.1928835838472307,7,16.829135646311517,6,9
142,291,5.219108924561119,81.87350634739042,1,92.6870076944864,39,85,17,4.071728416033455,83,23.725249270685218,6,10
143,156,7.3507185673208335,68.91901054244086,1,78.27784893850189,54,65,12,4.033412905607713,51,21.338828321382152,3,8
144,76,9.299727352461558,52.2367735268996,0,97.14885640509742,99,36,12,1.56792966891751,42,8.30568825490026,7,5
145,90,2.277948334168762,95.27916630493722,0,94.53551990244497,70,47,1,1.798998362039572,37,47.9331468668497,4,18
146,129,3.738176774444762,33.49415653081604,0,80.38798124604246,60,71,4,4.720945394567736,82,20.81130912976818,5,9
147,211,2.2532216013469855,6.820949314872889,1,94.23217879602143,18,27,8,4.215521506907651,52,43.89112504925749,9,9
148,209,6.508076769635098,46.038990289026884,0,80.69171497899713,85,73,1,3.6400866487813572,69,10.278455156352589,6,9
149,267,3.756708971987838,8.13613391053109,0,73.02843044908121,11,86,15,0.8700494967977024,30,27.845669721223768,4,19
150,138,3.934970672613161,95.62399149000883,0,98.85664716177124,14,39,18,2.382188364061591,12,2.174107871089221,8,10
151,115,1.638243635391813,24.942214346064894,0,89.5780604564632,71,58,1,3.0168584243457217,54,38.44680370827312,9,15
152,61,4.148164556268327,79.94806727514356,1,83.68298579987776,78,50,11,1.3433507959269961,84,29.46478101406764,5,6
153,217,8.762468566614269,78.58434790156467,1,81.93320054593119,61,22,2,2.5170196194870105,42,31.653889590017883,2,5
154,122,3.0976553070175146,25.684245469878686,0,79.74116002774792,95,43,1,3.2046164486991047,14,3.5343232451780193,6,19
155,125,7.256687195890591,64.01652039561588,0,99.44342786287388,14,34,12,1.9731950605192965,46,11.340878180222155,8,6
156,139,6.666655104447334,9.56750200621277,0,74.04241795392723,68,75,16,4.014251685277192,41,4.642212745325428,5,17
157,250,8.771361475322038,50.93958564186741,1,79.44415176761704,77,27,10,4.282023117374624,30,15.156801474386777,1,14
158,59,2.1905915288593443,6.39147709088624,1,84.56492920847991,18,14,18,1.9562426124533183,96,31.7445113764254,8,10
159,145,9.798309643105389,92.50866861717998,1,84.33998635162934,31,28,15,4.273957195216058,16,28.743113231551387,9,9
160,298,6.24365781436329,97.72817229895931,0,84.14099453223531,36,51,17,0.9660945474635676,88,30.995341259056122,1,19
161,275,9.95926737112133,26.1168628306656,1,75.27351447491145,19,27,10,4.269780943801953,53,27.91331229751682,8,9
162,225,9.203632532792657,24.770073286655414,1,74.34797581328502,89,41,3,1.1873769425042746,18,14.378410988117109,2,16
163,69,2.993655449017952,76.60341677340232,1,77.6430275898586,70,30,16,0.8731721862937671,50,12.980867369876837,4,16
164,88,1.505458089129818,29.071042888786774,1,97.43578461406167,60,19,6,3.3879893199845506,39,7.715924493292482,2,19
165,109,3.300751844158254,90.03227312037528,1,73.39158903503531,19,46,3,2.6237181458988243,33,42.60447287027111,2,10
166,115,5.748072840994779,59.523267931683314,0,92.72275310119974,15,58,9,4.585507701857748,16,31.20748856852098,3,18
167,114,2.54436730358671,38.323874185979655,0,92.72645179400114,71,95,11,2.1343513824088216,86,10.139039612698928,8,14
168,228,2.5071377006618967,84.10590590319491,0,94.29311211691787,14,22,13,1.7921851854693291,48,9.683259611240736,4,11
169,173,5.163341923946378,51.87363653927254,0,96.59846466968067,79,64,18,2.7533070776488926,70,43.778744474780694,7,13
170,213,1.2994117405242258,91.60512680230518,1,77.89108532616791,72,26,4,2.551757835958976,6,37.393812324402646,3,11
171,201,2.0969927427904342,93.16135248929119,0,76.73678407806689,65,18,8,2.049926207977347,63,33.3105549153632,3,6
172,295,4.742752054671528,20.714914452198887,0,83.9651699958244,68,97,13,3.6218358441424785,21,20.93634126942569,2,10
173,204,1.5681691828716982,5.220723582533376,0,77.95267506256108,72,53,10,3.9180282526125874,14,13.836802649647359,6,13
174,179,4.5707955080997635,98.47343931352822,1,92.02929966949323,98,87,2,4.338427860635615,22,48.993087392528366,6,11
175,208,5.266056393536005,91.08306593211054,0,89.07818730224301,68,55,8,4.877854721196543,26,40.06473917611721,1,6
176,106,5.06139952665803,10.267297391864934,1,96.24963064157954,60,17,6,1.69995286459627,87,15.787181933677548,7,7
177,127,8.822573716627787,84.13825507440164,1,72.48214910461215,59,46,16,3.722420671204827,62,42.53067501764624,4,12
178,243,5.770562095465592,48.49146859312463,1,97.45250000074225,13,28,18,2.2741620597308536,57,38.18766548211939,3,15
179,78,5.21182416230239,29.601352477372647,0,78.80045880010269,57,72,17,3.5468688737799865,5,15.55694694402192,8,13
180,64,4.6963832085249955,88.48091974930834,1,84.72083037780952,41,55,6,2.6419176065714916,92,21.901089857840343,2,8
181,61,8.358610404740375,23.68338707707919,0,83.15834307818932,60,80,13,4.971978962455692,65,10.111718824160306,9,13
182,150,9.055509435998498,94.99349994490636,0,92.80934953313272,61,35,14,3.7800596110583746,93,6.441569774527358,8,6
183,205,8.679182222774058,24.534041331437404,0,82.60999928295527,83,55,10,4.78621085195446,35,36.41533960914514,8,17
184,133,7.0619192031825175,63.299902834230636,1,98.30659436948228,43,55,11,4.2573629726653355,35,14.108081010339465,3,15
185,174,2.236255713718068,26.19320178025261,1,97.07601647915726,45,84,13,4.56305455023517,70,41.18290892156643,4,9
186,152,3.4918297254281105,56.8385231720203,0,96.1648345590852,79,23,12,4.164886387466037,23,49.78482686420688,2,15
187,73,1.414567573137797,69.97763734193842,1,72.13774997944684,52,94,9,2.5662160866916013,57,4.754370882552784,2,6
188,198,9.377416674911027,23.07165342791307,1,95.62774184661819,25,72,4,1.6330480400609797,80,24.178721129101312,4,15
189,187,6.947186767218193,54.48414935656452,1,93.44906336329632,68,81,7,2.16644078952735,78,40.30106540622935,6,5
190,159,7.717265958819174,49.5606757170613,0,73.10538841018393,62,12,2,0.5910630468797771,99,39.65859393052044,5,17
191,127,3.8041456562400606,11.748555033317418,1,73.22242976308665,28,37,7,2.857969253591002,26,38.23986075821745,1,18
192,150,8.610881700496082,82.73924267915378,1,73.03491434552623,98,38,9,2.7727601012168392,27,18.100751829793637,1,9
193,195,3.3364295533763064,36.88982806106996,0,70.33997779613463,50,96,5,2.863627091737197,91,23.238809528567565,6,6
194,265,1.0147938140120472,59.58530876742856,1,86.4590291558375,90,27,15,4.883140512374287,19,30.15344950973204,3,18
195,191,4.3877346626862455,53.90450231864777,0,99.2018287430813,56,44,18,4.601543015546777,30,48.7230885950896,3,17
196,211,6.136853328631661,53.75974793419201,1,83.1605410869938,63,86,4,1.227707502485486,7,17.049816275986153,7,11
197,177,5.3083437216897025,15.186127449806307,1,86.22272505662069,64,85,19,2.1599713470015014,91,46.23405049812603,1,12
198,107,8.758685283189372,45.23079087868661,1,99.03909390309866,28,56,7,2.4078028075846785,24,14.198488990844211,1,6
199,125,1.9486475736055024,47.97484212462417,1,77.65546686322692,71,14,8,2.1223981303324146,44,49.46464880821153,3,11
200,199,5.98441096570353,74.6960698346226,1,95.75410757794789,68,84,17,4.093231836217608,43,33.842920654551996,8,8
201,297,5.616814148388167,84.80178903246636,1,86.39171401635208,74,68,13,2.8581695144041412,76,23.712062537568997,1,5
202,247,3.532536839549467,56.77331641950171,0,87.08429543989033,77,84,11,3.0744491763723127,22,31.056130975116638,4,15
203,85,8.400053013193094,13.244380636174096,1,80.29521571621851,37,68,1,4.338561015445665,45,14.354027282970133,9,19
204,222,7.775637902939857,27.500699706671895,1,86.84753082900724,27,56,2,4.126676690369114,74,14.434519018061865,4,7
205,213,7.595732685986479,20.66873255100945,1,72.19427528434852,35,22,17,1.0949518526913486,31,6.564172648331198,8,15
206,71,8.885732304426003,16.83843100296685,0,92.93930717842336,28,87,5,3.712615628376354,19,6.588464587564539,7,16
207,255,7.505061405593691,39.76043336869172,0,78.54063284632815,64,98,6,2.45946258005916,41,18.035915331976657,3,5
208,176,3.086571625432538,26.792382704666295,0,96.62824988481864,66,42,7,1.825920063781252,62,38.37991841692221,7,9
209,129,7.3500644048472195,25.73879562209367,1,81.03552083822376,15,71,15,0.7250846940598386,9,30.790587212309962,7,19
210,238,3.7693253205085946,10.195851584745427,1,74.28472331460648,10,88,19,2.6926230215545295,77,6.02664345622002,3,17
211,149,3.179571853127235,6.678654255566219,0,90.87644723105456,17,25,16,2.099465063260391,11,42.75958972381964,2,12
212,233,1.657032336096646,14.76298305172927,0,74.93734434140508,60,53,13,1.6318086785438037,45,30.467013722513254,9,5
213,266,7.69625722312909,21.35876054524514,0,92.61041546628971,94,67,5,3.626022783186309,88,48.081923262454204,1,18
214,145,7.3990086575483005,45.9434542405793,1,99.0433670921835,97,15,3,3.9626842429201417,14,33.83908790314917,7,13
215,210,3.1104952990668435,53.49942482339024,0,93.38658606385785,34,98,3,1.6015528356324116,66,9.583568321504869,4,7
216,222,7.744411150517403,18.35623222646973,1,70.67347745293974,56,24,19,0.7225134650570626,30,24.215384753083292,2,9
217,213,9.260567947841977,45.3544174447977,1,87.99657364158324,64,13,14,4.319387152543557,72,32.77638227981301,2,13
218,197,1.9722606174242134,37.46614002096309,1,90.86232012909173,73,65,16,0.5448188354193649,28,2.384970351448907,8,9
219,67,3.0937297454809745,22.425246132305823,0,94.76374977388855,92,73,17,4.717006222646624,82,1.7306029435855868,7,13
220,87,7.75234714678584,5.649871074094538,1,71.68006926817,19,77,4,3.3242894329221766,45,7.340747029329828,7,14
221,244,3.4705600615637042,49.36669731956546,0,84.4032348385686,65,43,13,1.9483098584059413,69,13.331557317228068,5,12
222,200,6.621975768553451,70.13691618019394,0,86.06112617915183,21,65,8,1.609150593095313,21,22.0479070525131,8,11
223,273,1.7304780201734307,26.496346743661668,0,75.07374587932534,42,41,19,0.5405254891901385,28,24.884583214229632,2,15
224,158,5.069822311931849,17.52164884018454,0,79.67349429131949,80,18,5,1.559621376548947,31,7.763352837956942,2,5
225,172,7.651822797936577,89.26906072246138,1,83.20665178768496,26,72,2,1.119777356827135,11,33.99618737667571,5,8
226,193,7.178625487389272,31.12735338634079,1,94.99629063873405,70,81,15,3.2547479932541554,77,30.210765023130207,1,13
227,236,8.335648906082262,26.243198880303154,1,97.8822269821062,19,87,2,1.249455148672106,16,15.42874084321685,6,14
228,246,8.89706913942852,86.424209262942,1,88.85268486753019,40,42,11,2.8788342689147868,89,1.6693342883293085,4,12
229,245,7.958651511328824,82.62517442084233,0,81.84835558064387,69,96,13,3.1555239005501186,7,4.804747852311246,6,8
230,198,7.044289686450334,47.59291469984019,0,77.62093053396958,79,30,10,1.8411876425611153,83,20.193044000031133,7,16
