Customer_ID,Year,Customer_Satisfaction_Score,Net_Promoter_Score,Customer_Feedback_Volume,Service_Interaction_Quality,Response_Time_Minutes,Resolution_Time_Minutes,Repeat_Purchase_Rate,Customer_Loyalty_Metric,Customer_Age,Customer_Gender,Customer_Income,Customer_Region,Issue_Category
184,2013,7,15,9,5,12,335,63,10,60,Female,40000,West,Service
185,2005,4,82,2,1,47,322,85,3,35,Female,60000,West,Billing
186,2012,4,6,3,5,8,322,32,8,57,Female,60000,East,Service
187,2011,8,73,2,3,32,332,71,8,42,Other,90000,West,Technical
188,2022,8,-39,1,2,11,141,91,4,56,Female,90000,Midwest,Technical
189,2012,2,-94,4,5,14,446,35,8,45,Female,50000,Midwest,Service
190,2005,2,6,5,4,55,584,35,5,48,Male,80000,Midwest,Billing
191,2015,3,86,6,4,40,314,92,5,33,Female,50000,East,Service
192,2022,3,83,5,4,6,214,49,3,29,Other,40000,West,Service
193,2014,5,75,1,5,30,250,50,7,58,Female,60000,Midwest,Service
194,2007,3,54,3,5,57,322,31,9,69,Other,60000,Midwest,Billing
195,2011,6,80,1,5,31,146,85,9,46,Male,80000,South,Service
196,2020,8,-13,5,1,18,99,39,1,40,Male,60000,Midwest,Service
197,2020,10,-28,5,2,20,99,99,1,48,Female,30000,East,Billing
198,2021,6,6,6,3,58,456,52,10,33,Female,60000,Midwest,Technical
199,2006,5,78,5,3,47,597,59,5,70,Female,50000,Midwest,Technical
200,2005,4,6,1,4,46,472,66,1,48,Male,90000,North,Technical
201,2020,3,18,4,1,21,166,84,4,65,Female,30000,Midwest,Service
202,2016,4,-44,1,5,31,533,63,1,58,Female,90000,Midwest,Service
203,2009,7,-100,9,4,26,160,63,2,62,Female,40000,East,Billing
204,2009,5,-6,5,3,8,247,73,2,43,Female,60000,East,Service
205,2013,7,6,7,4,23,322,51,4,54,Female,40000,South,Service
206,2013,1,9,5,3,6,504,60,8,39,Other,60000,Midwest,Technical
207,2007,2,-81,7,1,43,158,36,2,68,Female,80000,South,Service
208,2020,5,23,2,3,13,86,50,9,27,Female,80000,East,Service
209,2020,1,-48,4,1,23,210,45,5,24,Other,80000,Midwest,Service
210,2007,5,18,7,2,20,275,49,5,48,Other,90000,East,Billing
211,2005,6,-89,3,4,58,173,72,1,42,Other,60000,East,Service
212,2015,5,76,2,2,29,322,73,10,63,Male,30000,North,Billing
213,2021,1,-84,2,2,31,397,76,10,32,Male,80000,Midwest,Technical
214,2012,6,-37,1,1,22,488,48,9,30,Male,50000,South,Service
215,2008,4,-59,5,3,27,247,77,2,59,Other,60000,South,Billing
216,2010,4,-7,6,5,57,596,98,8,63,Male,60000,West,Technical
217,2012,6,56,6,1,25,286,40,3,43,Female,60000,North,Service
218,2007,7,46,9,5,15,322,58,1,38,Other,90000,East,Billing
219,2020,9,-90,4,2,43,594,74,1,40,Female,60000,East,Billing
220,2007,10,-3,1,5,45,471,97,5,78,Other,60000,North,Technical
221,2022,5,77,6,3,8,54,65,2,61,Other,60000,Midwest,Service
222,2018,5,6,5,1,29,565,77,7,45,Female,70000,Midwest,Service
223,2022,4,7,6,3,36,89,44,6,78,Other,60000,Midwest,Service
224,2006,10,-43,5,3,34,496,73,5,48,Male,60000,West,Billing
225,2007,2,-67,5,1,49,463,96,4,55,Male,40000,Midwest,Service
226,2020,3,-81,6,3,30,95,69,2,29,Male,60000,Midwest,Billing
227,2013,1,-51,1,4,40,594,43,1,41,Other,80000,North,Billing
228,2008,6,1,7,4,55,135,92,3,30,Other,70000,South,Technical
229,2005,6,6,7,3,38,125,80,5,57,Male,90000,Midwest,Billing
230,2013,5,59,7,5,13,580,87,10,65,Other,40000,West,Technical
231,2005,3,-49,1,3,16,197,44,5,19,Male,60000,Midwest,Technical
232,2018,5,-86,4,1,6,71,94,5,71,Female,90000,North,Service
233,2020,3,-17,7,1,42,133,84,7,56,Other,90000,Midwest,Technical
234,2012,10,30,9,5,9,233,39,10,29,Other,60000,East,Service
235,2011,3,-64,5,1,9,549,71,5,56,Female,40000,Midwest,Technical
236,2007,10,25,2,3,56,311,40,9,68,Female,30000,East,Billing
237,2021,3,-61,7,3,26,322,45,7,31,Female,80000,Midwest,Service
238,2013,5,-29,1,1,9,139,48,5,47,Male,60000,Midwest,Billing
239,2020,5,-61,7,1,8,239,60,9,58,Male,30000,West,Service
240,2013,4,-45,6,2,13,78,82,8,67,Female,50000,Midwest,Billing
241,2018,1,6,7,2,33,144,37,10,48,Female,30000,West,Technical
242,2010,5,3,3,2,26,184,53,9,65,Other,30000,Midwest,Service
243,2010,10,38,3,3,31,532,37,10,36,Female,60000,West,Service
244,2017,5,9,7,4,14,100,77,8,48,Other,60000,Midwest,Service
245,2012,5,91,2,4,31,548,59,6,60,Male,80000,West,Technical
246,2006,6,35,1,4,46,365,87,4,67,Female,60000,North,Service
247,2005,10,-8,9,3,46,96,84,9,60,Male,30000,Midwest,Technical
248,2019,4,-7,9,3,55,522,91,9,42,Other,70000,North,Technical
249,2005,7,-45,7,2,14,242,77,10,21,Male,60000,South,Technical
250,2013,7,-41,7,1,10,210,33,10,67,Other,60000,South,Billing
251,2013,2,37,3,3,53,277,66,9,68,Male,60000,East,Technical
252,2008,5,-62,2,5,9,243,37,10,30,Other,30000,East,Service
253,2007,5,-73,7,1,10,388,30,3,53,Male,50000,East,Technical
254,2021,8,-52,9,2,51,278,99,3,79,Female,50000,South,Billing
255,2021,9,63,1,1,29,545,76,6,59,Female,60000,West,Service
256,2016,4,24,4,1,31,117,34,6,78,Male,40000,Midwest,Billing
257,2018,6,-88,6,5,54,205,79,6,71,Other,80000,West,Technical
258,2010,9,-65,7,2,31,455,53,5,54,Male,50000,Midwest,Billing
259,2007,6,0,7,3,44,322,76,5,20,Female,60000,Midwest,Service
260,2013,9,-75,2,5,52,167,47,2,33,Other,70000,Midwest,Billing
261,2009,4,-15,4,3,36,462,57,7,43,Female,40000,Midwest,Service
262,2021,5,-97,5,2,55,499,34,4,57,Male,80000,Midwest,Service
263,2018,9,-19,5,1,56,379,59,3,73,Other,70000,East,Technical
264,2007,4,6,1,4,39,155,30,8,56,Male,70000,Midwest,Technical
265,2005,5,65,5,4,14,338,75,4,36,Female,60000,Midwest,Service
266,2013,8,26,3,2,38,259,98,4,63,Female,30000,South,Billing
267,2007,10,-13,8,3,40,489,63,8,32,Other,30000,West,Service
268,2022,6,26,5,3,10,374,99,1,49,Male,60000,Midwest,Technical
269,2014,7,19,1,4,47,339,85,9,48,Male,50000,Midwest,Billing
270,2013,3,-79,5,2,50,49,57,7,38,Female,30000,North,Service
271,2012,7,29,2,2,31,590,45,2,18,Other,80000,Midwest,Technical
272,2018,8,-70,4,3,57,570,83,6,23,Other,60000,South,Service
273,2022,10,18,2,4,23,589,82,8,44,Other,60000,North,Service
274,2019,6,-90,7,4,38,506,41,5,40,Female,60000,North,Service
275,2006,5,-55,5,1,31,298,49,6,64,Female,50000,South,Billing
276,2014,9,-5,7,5,35,32,63,10,48,Other,80000,West,Technical
277,2006,6,89,5,2,53,322,82,8,29,Other,30000,Midwest,Technical
278,2021,9,96,5,1,45,387,93,6,38,Male,80000,Midwest,Service
279,2012,4,91,9,2,21,322,52,9,69,Male,60000,Midwest,Service
280,2005,8,-91,5,1,51,341,56,9,19,Other,70000,North,Service
281,2013,4,67,5,5,34,511,46,9,22,Female,60000,West,Billing
282,2013,2,6,6,1,31,573,77,6,26,Female,60000,Midwest,Technical
283,2020,5,51,9,3,58,334,50,9,37,Male,60000,South,Service
284,2011,9,-2,8,4,59,298,79,3,48,Other,80000,Midwest,Technical
285,2014,5,71,8,2,35,443,69,5,35,Female,40000,East,Service
286,2013,5,11,8,3,31,54,32,5,78,Female,60000,West,Technical
287,2022,2,-41,1,3,31,345,46,8,48,Female,60000,East,Service
288,2017,1,89,1,3,31,322,90,4,48,Female,70000,West,Billing
289,2011,7,6,5,3,5,418,79,6,51,Male,60000,Midwest,Service
290,2008,6,44,5,5,8,473,35,6,26,Female,60000,South,Service
291,2017,2,-36,9,3,32,456,57,5,24,Female,60000,Midwest,Service
292,2005,5,-44,2,4,31,86,84,1,47,Other,60000,North,Service
293,2012,4,82,9,2,30,595,87,7,78,Other,40000,Midwest,Service
294,2018,8,5,8,1,44,397,74,10,35,Male,60000,Midwest,Technical
295,2013,7,80,9,2,23,371,48,8,44,Male,90000,West,Technical
296,2013,5,83,4,2,59,333,58,1,33,Male,60000,Midwest,Billing
297,2013,10,-92,1,2,59,403,52,10,38,Male,60000,East,Service
298,2019,10,6,1,2,10,141,63,7,22,Female,90000,South,Technical
299,2006,8,40,5,4,5,35,39,4,72,Other,90000,Midwest,Technical
300,2006,9,-12,2,1,12,308,78,5,46,Female,60000,North,Service
301,2021,5,75,8,2,37,411,94,9,64,Female,60000,Midwest,Service
302,2013,10,-83,5,4,55,42,58,5,54,Female,80000,Midwest,Billing
303,2010,5,14,5,2,47,322,63,8,60,Other,50000,Midwest,Billing
304,2019,2,67,2,3,25,585,74,5,79,Male,90000,East,Technical
305,2015,5,6,7,2,28,322,96,2,39,Male,80000,North,Billing
306,2009,3,42,8,2,29,183,63,4,31,Other,60000,West,Technical
307,2013,7,5,1,5,51,322,40,2,74,Other,30000,South,Billing
308,2013,10,-86,2,3,31,322,35,7,36,Male,30000,Midwest,Service
309,2016,5,-38,4,1,47,209,96,7,52,Female,50000,South,Billing
310,2016,5,66,5,2,23,406,63,3,41,Male,90000,North,Technical
311,2009,1,-88,2,1,33,197,34,7,59,Other,60000,West,Billing
312,2011,5,-20,1,3,57,322,38,1,77,Male,70000,Midwest,Technical
313,2008,3,6,9,2,14,179,57,1,23,Male,90000,East,Technical
314,2010,9,36,1,5,16,45,63,9,77,Male,60000,South,Billing
315,2013,5,-61,4,4,37,120,63,6,75,Other,30000,North,Billing
316,2019,9,47,2,5,11,149,50,5,20,Other,60000,South,Technical
317,2007,9,-19,4,5,21,282,91,6,51,Female,50000,West,Service
318,2012,1,6,8,4,14,89,75,6,62,Male,40000,East,Billing
319,2020,5,100,8,4,35,295,63,1,67,Female,70000,West,Technical
320,2017,5,90,5,4,10,438,67,5,19,Female,60000,Midwest,Service
321,2022,4,-25,5,2,31,60,78,9,32,Male,60000,Midwest,Technical
322,2014,10,71,7,1,54,50,68,4,54,Other,70000,West,Service
323,2021,9,-63,3,1,41,318,100,3,32,Female,40000,West,Technical
324,2009,7,87,4,4,22,572,59,1,77,Male,60000,South,Technical
325,2013,5,-30,9,5,30,527,50,5,49,Female,90000,West,Technical
326,2016,7,-53,1,3,53,503,30,3,38,Female,80000,North,Billing
327,2005,1,-83,2,4,58,434,61,4,34,Female,80000,Midwest,Service
328,2005,1,43,5,5,20,577,37,7,51,Other,90000,South,Service
329,2019,8,82,3,5,12,161,98,6,49,Male,70000,South,Service
330,2006,5,-62,2,2,28,353,63,8,67,Other,60000,Midwest,Service
331,2020,10,95,1,2,17,161,37,9,64,Other,80000,Midwest,Service
332,2013,9,86,3,1,33,550,48,5,69,Female,60000,North,Technical
333,2013,7,-12,1,1,36,59,88,7,40,Male,60000,Midwest,Service
334,2005,6,6,1,3,28,330,84,4,52,Female,80000,West,Service
335,2020,1,40,1,3,20,33,59,2,54,Other,60000,Midwest,Billing
336,2013,1,8,8,3,15,354,65,5,48,Other,80000,North,Technical
337,2009,2,6,3,3,36,538,63,9,58,Male,30000,Midwest,Technical
338,2007,6,33,1,5,31,266,63,4,54,Other,60000,Midwest,Service
339,2016,6,-24,7,5,39,564,56,5,74,Other,30000,East,Service
340,2020,2,6,3,1,37,45,83,10,50,Male,30000,Midwest,Service
341,2009,1,-11,8,2,22,563,77,6,42,Female,40000,West,Billing
342,2018,10,-87,4,2,41,475,59,3,63,Male,60000,Midwest,Technical
343,2009,5,-6,4,4,17,532,68,1,54,Other,60000,Midwest,Technical
344,2019,5,-47,5,5,31,259,42,4,57,Male,30000,West,Service
345,2021,2,31,6,3,41,322,45,1,38,Female,30000,Midwest,Billing
346,2018,6,-62,7,3,30,418,73,2,63,Female,40000,Midwest,Billing
347,2009,9,-29,4,4,50,292,100,3,77,Female,30000,Midwest,Billing
348,2016,2,-76,8,2,31,592,56,8,65,Female,80000,Midwest,Service
349,2020,5,-24,5,3,5,94,74,10,55,Male,90000,Midwest,Billing
350,2020,2,59,1,2,29,294,64,4,57,Female,30000,South,Billing
351,2011,3,86,1,3,38,367,57,5,51,Male,50000,Midwest,Service
352,2013,7,90,5,3,43,330,36,10,36,Male,30000,Midwest,Technical
353,2005,6,65,5,2,14,407,91,9,44,Female,60000,South,Billing
354,2009,5,6,8,2,24,204,63,7,26,Male,50000,Midwest,Technical
355,2014,8,6,7,3,11,181,75,2,22,Male,90000,Midwest,Billing
356,2009,6,94,6,3,20,322,49,3,22,Female,40000,West,Technical
357,2008,10,55,4,5,41,322,67,4,42,Other,80000,South,Technical
358,2006,3,30,7,2,33,358,90,4,43,Male,90000,North,Service
359,2014,3,49,9,2,16,192,61,10,36,Male,30000,South,Service
360,2005,1,-5,7,3,21,467,63,8,47,Female,80000,North,Billing
361,2009,7,65,1,1,31,372,87,5,53,Male,70000,East,Billing
362,2017,5,99,9,4,24,396,63,10,65,Female,60000,North,Service
363,2008,4,-29,4,3,30,494,49,6,65,Other,80000,Midwest,Billing
364,2020,10,-39,5,1,31,322,79,5,33,Other,40000,East,Billing
365,2020,4,84,4,2,23,529,81,9,24,Female,40000,East,Service
366,2006,4,-95,4,1,51,45,63,10,35,Other,60000,North,Technical
367,2021,6,-69,2,1,16,325,82,8,73,Female,90000,North,Billing
368,2016,8,-2,1,1,25,540,95,9,38,Male,30000,East,Service
369,2022,8,37,1,4,46,268,72,5,48,Other,60000,East,Billing
370,2007,5,30,8,5,58,330,52,3,18,Female,50000,West,Billing
371,2005,6,86,2,3,38,35,93,4,48,Male,40000,East,Service
372,2005,4,-25,5,4,11,249,38,5,48,Female,50000,Midwest,Service
373,2015,9,76,4,3,49,482,36,9,42,Other,90000,West,Billing
374,2013,8,-42,8,5,39,462,70,9,70,Other,90000,West,Billing
375,2016,10,-70,2,4,19,415,83,3,48,Female,70000,West,Service
376,2013,10,-8,9,1,5,324,63,7,18,Male,50000,Midwest,Technical
377,2005,1,-32,7,1,30,147,63,6,79,Female,90000,West,Service
